image_id	image_path	level	mode	image_idx	node_id	label	prompt_text	path_labels	clip_cosine
002269.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\002269.jpg	6	path	62	tm-twnfftbh	psaume 81 : David musicien	a religious painting of psaume 81 : David musicien, a David (sujets) in sujet	sujet -> Bible -> Ancien Testament -> les Rois -> David (sujets) -> psaume 81 : David musicien	0.2780698537826538
002269.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\002269.jpg	6	raw	62	tm-twnfftbh	psaume 81 : David musicien	psaume 81 : David musicien	sujet -> Bible -> Ancien Testament -> les Rois -> David (sujets) -> psaume 81 : David musicien	0.16184072196483612
002269.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\002269.jpg	6	template	62	tm-twnfftbh	psaume 81 : David musicien	a religious painting of psaume 81 : David musicien	sujet -> Bible -> Ancien Testament -> les Rois -> David (sujets) -> psaume 81 : David musicien	0.24387900531291962
002302.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\002302.jpg	6	path	63	tm-vl6ccqxy	sixième sceau de l'Apocalypse : tremblement de terre, chute des astres	a religious painting of sixième sceau de l'Apocalypse : tremblement de terre, chute des astres, a ouverture des sept sceaux in sujet	sujet -> Bible -> Nouveau Testament -> Apocalypse -> ouverture des sept sceaux -> sixième sceau de l'Apocalypse : tremblement de terre, chute des astres	0.31608378887176514
002302.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\002302.jpg	6	raw	63	tm-vl6ccqxy	sixième sceau de l'Apocalypse : tremblement de terre, chute des astres	sixième sceau de l'Apocalypse : tremblement de terre, chute des astres	sujet -> Bible -> Nouveau Testament -> Apocalypse -> ouverture des sept sceaux -> sixième sceau de l'Apocalypse : tremblement de terre, chute des astres	0.1974642276763916
002302.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\002302.jpg	6	template	63	tm-vl6ccqxy	sixième sceau de l'Apocalypse : tremblement de terre, chute des astres	a religious painting of sixième sceau de l'Apocalypse : tremblement de terre, chute des astres	sujet -> Bible -> Nouveau Testament -> Apocalypse -> ouverture des sept sceaux -> sixième sceau de l'Apocalypse : tremblement de terre, chute des astres	0.31165003776550293
002595.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\002595.jpg	6	path	73	tm-6xfensro	apparition du Christ aux apôtres	a religious painting of apparition du Christ aux apôtres, a résurrection (sujets) in sujet	sujet -> Bible -> Nouveau Testament -> vie du Christ -> résurrection (sujets) -> apparition du Christ aux apôtres	0.2857215404510498
002595.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\002595.jpg	6	raw	73	tm-6xfensro	apparition du Christ aux apôtres	apparition du Christ aux apôtres	sujet -> Bible -> Nouveau Testament -> vie du Christ -> résurrection (sujets) -> apparition du Christ aux apôtres	0.28602084517478943
002595.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\002595.jpg	6	template	73	tm-6xfensro	apparition du Christ aux apôtres	a religious painting of apparition du Christ aux apôtres	sujet -> Bible -> Nouveau Testament -> vie du Christ -> résurrection (sujets) -> apparition du Christ aux apôtres	0.2832247316837311
002671.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\002671.jpg	6	path	76	tm-jbk9lrul	adoration des mages	a religious painting of adoration des mages, a enfance in sujet	sujet -> Bible -> Nouveau Testament -> vie du Christ -> enfance -> adoration des mages	0.26835915446281433
002671.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\002671.jpg	6	raw	76	tm-jbk9lrul	adoration des mages	adoration des mages	sujet -> Bible -> Nouveau Testament -> vie du Christ -> enfance -> adoration des mages	0.27320992946624756
002671.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\002671.jpg	6	template	76	tm-jbk9lrul	adoration des mages	a religious painting of adoration des mages	sujet -> Bible -> Nouveau Testament -> vie du Christ -> enfance -> adoration des mages	0.2531256377696991
002698.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\002698.jpg	6	path	77	tm-ipxuypcf	Christ et les docteurs	a religious painting of Christ et les docteurs, a enfance in sujet	sujet -> Bible -> Nouveau Testament -> vie du Christ -> enfance -> Christ et les docteurs	0.3003930449485779
002698.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\002698.jpg	6	raw	77	tm-ipxuypcf	Christ et les docteurs	Christ et les docteurs	sujet -> Bible -> Nouveau Testament -> vie du Christ -> enfance -> Christ et les docteurs	0.2733615040779114
002698.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\002698.jpg	6	template	77	tm-ipxuypcf	Christ et les docteurs	a religious painting of Christ et les docteurs	sujet -> Bible -> Nouveau Testament -> vie du Christ -> enfance -> Christ et les docteurs	0.28593897819519043
002749.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\002749.jpg	6	path	79	tm-sgsqrkgw	première résurrection	a religious painting of première résurrection, a triomphe du Christ in sujet	sujet -> Bible -> Nouveau Testament -> Apocalypse -> triomphe du Christ -> première résurrection	0.26811838150024414
002749.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\002749.jpg	6	raw	79	tm-sgsqrkgw	première résurrection	première résurrection	sujet -> Bible -> Nouveau Testament -> Apocalypse -> triomphe du Christ -> première résurrection	0.18860489130020142
002749.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\002749.jpg	6	template	79	tm-sgsqrkgw	première résurrection	a religious painting of première résurrection	sujet -> Bible -> Nouveau Testament -> Apocalypse -> triomphe du Christ -> première résurrection	0.2857123613357544
002788.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\002788.jpg	6	path	80	tm-hzyurlkd	Moïse et le serpent d'airain	a religious painting of Moïse et le serpent d'airain, a Moïse (sujets) in sujet	sujet -> Bible -> Ancien Testament -> Exode -> Moïse (sujets) -> Moïse et le serpent d'airain	0.2962725758552551
002788.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\002788.jpg	6	raw	80	tm-hzyurlkd	Moïse et le serpent d'airain	Moïse et le serpent d'airain	sujet -> Bible -> Ancien Testament -> Exode -> Moïse (sujets) -> Moïse et le serpent d'airain	0.2306976467370987
002788.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\002788.jpg	6	template	80	tm-hzyurlkd	Moïse et le serpent d'airain	a religious painting of Moïse et le serpent d'airain	sujet -> Bible -> Ancien Testament -> Exode -> Moïse (sujets) -> Moïse et le serpent d'airain	0.30136388540267944
002814.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\002814.jpg	6	path	81	tm-labqwtqc	Cène	a religious painting of Cène, a passion in sujet	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> Cène	0.29017049074172974
002814.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\002814.jpg	6	raw	81	tm-labqwtqc	Cène	Cène	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> Cène	0.2207585722208023
002814.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\002814.jpg	6	template	81	tm-labqwtqc	Cène	a religious painting of Cène	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> Cène	0.28854915499687195
002878.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\002878.jpg	6	path	83	tm-a82fhexi	entrée du Christ à Jérusalem	a religious painting of entrée du Christ à Jérusalem, a passion in sujet	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> entrée du Christ à Jérusalem	0.2710316777229309
002878.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\002878.jpg	6	raw	83	tm-a82fhexi	entrée du Christ à Jérusalem	entrée du Christ à Jérusalem	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> entrée du Christ à Jérusalem	0.19511444866657257
002878.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\002878.jpg	6	template	83	tm-a82fhexi	entrée du Christ à Jérusalem	a religious painting of entrée du Christ à Jérusalem	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> entrée du Christ à Jérusalem	0.26916006207466125
002992.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\002992.jpg	6	path	86	tm-zn8ypys2	crucifiement du Christ	a religious painting of crucifiement du Christ, a passion in sujet	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> crucifiement du Christ	0.3168308734893799
002992.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\002992.jpg	6	raw	86	tm-zn8ypys2	crucifiement du Christ	crucifiement du Christ	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> crucifiement du Christ	0.33083629608154297
002992.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\002992.jpg	6	template	86	tm-zn8ypys2	crucifiement du Christ	a religious painting of crucifiement du Christ	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> crucifiement du Christ	0.31875452399253845
