Image	timel_ids	timel_labels	timel_ids_list	timel_labels_list	_image_value	image_path_by_name	_image_idx	image_path_by_idx	image_path	timel_label_from_id	timel_label_list_from_ids	row_label_ids	level_3_labels	level_3_text	level_4_labels	level_4_text	level_5_labels	level_5_text	level_6_labels	level_6_text	level_7_labels	level_7_text	level_8_labels	level_8_text	_clip_text	taxonomy_level	clip_text	clip_pair_logit	clip_pair_cosine	num_level_labels	pred_index	pred_timel_label	pred_proba
002992.jpg	tm-hwbpfzqq;tm-g6k9sgvc;tm-f4sqsvcv;tm-kkotaquv;tm-nbx9bzha;tm-brqtzl8a;tm-dp6pshcs;tm-l9vt6wgw;tm-l8d4jyi2;tm-ys34yzrj;tm-zn8ypys2;tm-ebbeyuxy;tm-paum8yy9;tm-aixnsv7v;tm-ghcjyxkc;tm-vkxz23az;tm-c4vyu5zq;tm-xqrthxrm;tm-rbfayabw;tm-ssrd3vfj	Christ;saint Longin;Vierge;saint Jean;vêtement;lance;linceul;tombeau;mise au tombeau du Christ;descente de croix du Christ;crucifiement du Christ;partage;descente de croix;jeu;ensevelissement;crucifixion;lune (sphère céleste);soleil (sphère céleste);éponge;sang	"[""tm-hwbpfzqq"", ""tm-g6k9sgvc"", ""tm-f4sqsvcv"", ""tm-kkotaquv"", ""tm-nbx9bzha"", ""tm-brqtzl8a"", ""tm-dp6pshcs"", ""tm-l9vt6wgw"", ""tm-l8d4jyi2"", ""tm-ys34yzrj"", ""tm-zn8ypys2"", ""tm-ebbeyuxy"", ""tm-paum8yy9"", ""tm-aixnsv7v"", ""tm-ghcjyxkc"", ""tm-vkxz23az"", ""tm-c4vyu5zq"", ""tm-xqrthxrm"", ""tm-rbfayabw"", ""tm-ssrd3vfj""]"	"[""Christ"", ""saint Longin"", ""Vierge"", ""saint Jean"", ""vêtement"", ""lance"", ""linceul"", ""tombeau"", ""mise au tombeau du Christ"", ""descente de croix du Christ"", ""crucifiement du Christ"", ""partage"", ""descente de croix"", ""jeu"", ""ensevelissement"", ""crucifixion"", ""lune (sphère céleste)"", ""soleil (sphère céleste)"", ""éponge"", ""sang""]"	002992.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\002992.jpg	2992	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\002992.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\002992.jpg		"['anatomie', 'mortier', 'moustique', 'mortier', 'balance', 'anatomie', 'mortier', 'anatomie', 'balance', 'moustique', 'hérisson', 'firmament', 'balance', 'hérisson', 'balance', 'mortier', 'tables de la loi', ""sainte Radegonde demandant à saint Médard d'être ordonnée diaconesse"", 'moustique', 'juin', 'château']"	['tm-hwbpfzqq', 'tm-g6k9sgvc', 'tm-f4sqsvcv', 'tm-kkotaquv', 'tm-nbx9bzha', 'tm-brqtzl8a', 'tm-dp6pshcs', 'tm-l9vt6wgw', 'tm-l8d4jyi2', 'tm-ys34yzrj', 'tm-zn8ypys2', 'tm-ebbeyuxy', 'tm-paum8yy9', 'tm-aixnsv7v', 'tm-ghcjyxkc', 'tm-vkxz23az', 'tm-c4vyu5zq', 'tm-xqrthxrm', 'tm-rbfayabw', 'tm-ssrd3vfj', '6', '9', '4', '8', '2', '34', '7', '23', '5', '3']	['Christ', 'saint Longin', 'vêtement', 'lance', 'linceul', 'tombeau', 'partage', 'descente de croix', 'jeu', 'ensevelissement', 'crucifixion', 'sang']	Christ; saint Longin; vêtement; lance; linceul; tombeau; partage; descente de croix; jeu; ensevelissement; crucifixion; sang	['saint Longin', 'Vierge', 'saint Jean', 'lune (sphère céleste)', 'soleil (sphère céleste)', 'éponge']	saint Longin; Vierge; saint Jean; lune (sphère céleste); soleil (sphère céleste); éponge	[]		['mise au tombeau du Christ', 'descente de croix du Christ', 'crucifiement du Christ']	mise au tombeau du Christ; descente de croix du Christ; crucifiement du Christ	[]		[]		mise au tombeau du Christ; descente de croix du Christ; crucifiement du Christ	6	mise au tombeau du Christ; descente de croix du Christ; crucifiement du Christ	27.533522	0.27533522	3	1163	circoncision du Christ	0.17291255
003231.jpg	tm-duxo4cw7;tm-e4tn5ts9;tm-g4k22jdq;tm-pggyeffj;tm-h5p48lfk;tm-cuqtzlfj;tm-3r3s7buw;tm-femqgmrh;tm-4a7uh6qs;tm-hjqocvkx;tm-qpyshudm;tm-z78apcet;tm-cpdgl5r4;tm-j8rdzvec;tm-exhwdwhu;tm-ff3bvate;tm-3puuk37w;tm-efvqujfg;tm-pfptrntr;tm-kcwcmu4i;tm-pxph757a;tm-43nkeriq;tm-auuaj3db;tm-vwtmvvfn;tm-6pbjxilu;tm-hvmbbgkw;tm-6ndyhze8;tm-oo7jtili;tm-yeqsgfda	Moïse;Aaron;Dieu-main;Hébreu;soldat;bâton;tente;char;casque;arme;armure;bouclier;écrit;torche;passage de la mer Rouge;noyade de Pharaon;miracle;guide;sortie;noyade;mort (thème);châtiment;mer Rouge;cheval;feu;nuée;désert;mer;montagne	"[""tm-duxo4cw7"", ""tm-e4tn5ts9"", ""tm-g4k22jdq"", ""tm-pggyeffj"", ""tm-h5p48lfk"", ""tm-cuqtzlfj"", ""tm-3r3s7buw"", ""tm-femqgmrh"", ""tm-4a7uh6qs"", ""tm-hjqocvkx"", ""tm-qpyshudm"", ""tm-z78apcet"", ""tm-cpdgl5r4"", ""tm-j8rdzvec"", ""tm-exhwdwhu"", ""tm-ff3bvate"", ""tm-3puuk37w"", ""tm-efvqujfg"", ""tm-pfptrntr"", ""tm-kcwcmu4i"", ""tm-pxph757a"", ""tm-43nkeriq"", ""tm-auuaj3db"", ""tm-vwtmvvfn"", ""tm-6pbjxilu"", ""tm-hvmbbgkw"", ""tm-6ndyhze8"", ""tm-oo7jtili"", ""tm-yeqsgfda""]"	"[""Moïse"", ""Aaron"", ""Dieu-main"", ""Hébreu"", ""soldat"", ""bâton"", ""tente"", ""char"", ""casque"", ""arme"", ""armure"", ""bouclier"", ""écrit"", ""torche"", ""passage de la mer Rouge"", ""noyade de Pharaon"", ""miracle"", ""guide"", ""sortie"", ""noyade"", ""mort (thème)"", ""châtiment"", ""mer Rouge"", ""cheval"", ""feu"", ""nuée"", ""désert"", ""mer"", ""montagne""]"	003231.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003231.jpg	3231	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003231.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003231.jpg		"['moustique', 'tables de la loi', 'moustique', 'juin', 'mortier', 'moustique', 'os', 'juin', ""ange déversant la troisième coupe de l'Apocalypse"", 'château', 'château', 'tables de la loi', 'moustique', 'tables de la loi', 'anatomie', 'Noémi pleurant la mort de ses deux fils', 'juin', 'moustique', 'balance', 'château', 'château', 'Trinité', 'moustique', 'char', 'sommeil', 'château', 'anatomie', 'anatomie', 'balance', 'tables de la loi']"	['tm-duxo4cw7', 'tm-e4tn5ts9', 'tm-g4k22jdq', 'tm-pggyeffj', 'tm-h5p48lfk', 'tm-cuqtzlfj', 'tm-3r3s7buw', 'tm-femqgmrh', 'tm-4a7uh6qs', 'tm-hjqocvkx', 'tm-qpyshudm', 'tm-z78apcet', 'tm-cpdgl5r4', 'tm-j8rdzvec', 'tm-exhwdwhu', 'tm-ff3bvate', 'tm-3puuk37w', 'tm-efvqujfg', 'tm-pfptrntr', 'tm-kcwcmu4i', 'tm-pxph757a', 'tm-43nkeriq', 'tm-auuaj3db', 'tm-vwtmvvfn', 'tm-6pbjxilu', 'tm-hvmbbgkw', 'tm-6ndyhze8', 'tm-oo7jtili', 'tm-yeqsgfda', '4', '7', '5', '9', '22', '48', '3', '6', '78', '8', '37', '757', '43']	['Dieu-main', 'bâton', 'tente', 'char', 'casque', 'arme', 'armure', 'bouclier', 'écrit', 'torche', 'miracle', 'guide', 'sortie', 'noyade', 'mort (thème)', 'châtiment', 'feu', 'nuée', 'désert', 'mer', 'montagne']	Dieu-main; bâton; tente; char; casque; arme; armure; bouclier; écrit; torche; miracle; guide; sortie; noyade; mort (thème); châtiment; feu; nuée; désert; mer; montagne	['Moïse', 'Aaron', 'Hébreu', 'soldat', 'mer Rouge', 'cheval']	Moïse; Aaron; Hébreu; soldat; mer Rouge; cheval	[]		['passage de la mer Rouge', 'noyade de Pharaon']	passage de la mer Rouge; noyade de Pharaon	[]		[]		passage de la mer Rouge; noyade de Pharaon	6	passage de la mer Rouge; noyade de Pharaon	23.288832	0.23288831	2	2268	combat entre Judas Maccabée et les ennemis d'Israël	0.18334123
003389.jpg	tm-onctpcnk;tm-zerscgdd;tm-bsmbjqgw;tm-fyvg2kbv;tm-h5p48lfk;tm-trtnhhdd;tm-fwrnui8f;tm-r8hvkhb9;tm-brqtzl8a;tm-8cmdbbjm;tm-svcahr7m;tm-anlidr2a;tm-iv4xh9vr;tm-a6ut7mcv;tm-t7tilrqt;tm-3kaurvkz;tm-vwtmvvfn	Abraham;Melchisédec;évêque;prisonnier;soldat;roi;pain;coffre;lance;hostie;calice;rencontre d'Abraham et de Melchisédech;don;eucharistie;captivité;bœuf;cheval	"[""tm-onctpcnk"", ""tm-zerscgdd"", ""tm-bsmbjqgw"", ""tm-fyvg2kbv"", ""tm-h5p48lfk"", ""tm-trtnhhdd"", ""tm-fwrnui8f"", ""tm-r8hvkhb9"", ""tm-brqtzl8a"", ""tm-8cmdbbjm"", ""tm-svcahr7m"", ""tm-anlidr2a"", ""tm-iv4xh9vr"", ""tm-a6ut7mcv"", ""tm-t7tilrqt"", ""tm-3kaurvkz"", ""tm-vwtmvvfn""]"	"[""Abraham"", ""Melchisédec"", ""évêque"", ""prisonnier"", ""soldat"", ""roi"", ""pain"", ""coffre"", ""lance"", ""hostie"", ""calice"", ""rencontre d'Abraham et de Melchisédech"", ""don"", ""eucharistie"", ""captivité"", ""bœuf"", ""cheval""]"	003389.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003389.jpg	3389	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003389.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003389.jpg		"['hérisson', 'juin', ""ange déversant la troisième coupe de l'Apocalypse"", 'balance', 'balance', 'mortier', 'balance', 'balance', 'tables de la loi', 'hérisson', 'moustique', 'mortier', 'anatomie', 'tables de la loi', 'tables de la loi', 'château']"	['tm-onctpcnk', 'tm-zerscgdd', 'tm-bsmbjqgw', 'tm-fyvg2kbv', 'tm-h5p48lfk', 'tm-trtnhhdd', 'tm-fwrnui8f', 'tm-r8hvkhb9', 'tm-brqtzl8a', 'tm-8cmdbbjm', 'tm-svcahr7m', 'tm-anlidr2a', 'tm-iv4xh9vr', 'tm-a6ut7mcv', 'tm-t7tilrqt', 'tm-3kaurvkz', 'tm-vwtmvvfn', '2', '5', '48', '8', '9', '7', '4', '6', '3']	['pain', 'coffre', 'lance', 'hostie', 'calice', 'don', 'eucharistie', 'captivité']	pain; coffre; lance; hostie; calice; don; eucharistie; captivité	['Abraham', 'Melchisédec', 'évêque', 'prisonnier', 'soldat', 'roi', 'bœuf', 'cheval']	Abraham; Melchisédec; évêque; prisonnier; soldat; roi; bœuf; cheval	[]		"[""rencontre d'Abraham et de Melchisédech""]"	rencontre d'Abraham et de Melchisédech	[]		[]		rencontre d'Abraham et de Melchisédech	6	rencontre d'Abraham et de Melchisédech	25.751724	0.25751725	1	1167	saint Thomas Becket	0.3804409
003413.jpg	tm-duxo4cw7;tm-e4tn5ts9;tm-ojtmjuie;tm-msrzrwxs;tm-tprdjwil;tm-7axvtrsz;tm-acpsxfaz;tm-sz7srifg;tm-9kefvmxz;tm-2tegbe8v;tm-ptk66yma;tm-sbgpzwhn;tm-ao9wtg4s;tm-kgksjk9x;tm-hvmbbgkw	Moïse;Aaron;Pharaon;Dieu;Juif;serviteur;sceptre;couronne;siège (meuble);Moïse et Aaron devant Pharaon;protection;requête;apparition;comparution;nuée	"[""tm-duxo4cw7"", ""tm-e4tn5ts9"", ""tm-ojtmjuie"", ""tm-msrzrwxs"", ""tm-tprdjwil"", ""tm-7axvtrsz"", ""tm-acpsxfaz"", ""tm-sz7srifg"", ""tm-9kefvmxz"", ""tm-2tegbe8v"", ""tm-ptk66yma"", ""tm-sbgpzwhn"", ""tm-ao9wtg4s"", ""tm-kgksjk9x"", ""tm-hvmbbgkw""]"	"[""Moïse"", ""Aaron"", ""Pharaon"", ""Dieu"", ""Juif"", ""serviteur"", ""sceptre"", ""couronne"", ""siège (meuble)"", ""Moïse et Aaron devant Pharaon"", ""protection"", ""requête"", ""apparition"", ""comparution"", ""nuée""]"	003413.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003413.jpg	3413	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003413.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003413.jpg		['moustique', 'tables de la loi', 'moustique', 'juin', 'mortier', 'tables de la loi', 'tables de la loi', 'mortier', 'hérisson', 'balance', 'escargot', 'mortier', 'moustique', 'mortier']	['tm-duxo4cw7', 'tm-e4tn5ts9', 'tm-ojtmjuie', 'tm-msrzrwxs', 'tm-tprdjwil', 'tm-7axvtrsz', 'tm-acpsxfaz', 'tm-sz7srifg', 'tm-9kefvmxz', 'tm-2tegbe8v', 'tm-ptk66yma', 'tm-sbgpzwhn', 'tm-ao9wtg4s', 'tm-kgksjk9x', 'tm-hvmbbgkw', '4', '7', '5', '9', '2', '8', '66']	['Pharaon', 'Dieu', 'sceptre', 'couronne', 'siège (meuble)', 'protection', 'requête', 'apparition', 'comparution', 'nuée']	Pharaon; Dieu; sceptre; couronne; siège (meuble); protection; requête; apparition; comparution; nuée	['Moïse', 'Aaron', 'Juif', 'serviteur']	Moïse; Aaron; Juif; serviteur	[]		['Moïse et Aaron devant Pharaon']	Moïse et Aaron devant Pharaon	[]		[]		Moïse et Aaron devant Pharaon	6	Moïse et Aaron devant Pharaon	24.275158	0.24275158	1	1405	Louis IV d'Outremer	0.4267726
003438.jpg	tm-gptkmgvw;tm-wqg2nktt;tm-i94jpy9p;tm-33zaykh4;tm-pbqc6t9c;tm-3jv6cemc;tm-ao9wtg4s;tm-3tzvb5bx;tm-6htyffpp;tm-6pbjxilu	Manoah;ange;autel;annonce de la naissance de Samson;sacrifice de Manoah;annonce;apparition;sacrifice;mouton;feu	"[""tm-gptkmgvw"", ""tm-wqg2nktt"", ""tm-i94jpy9p"", ""tm-33zaykh4"", ""tm-pbqc6t9c"", ""tm-3jv6cemc"", ""tm-ao9wtg4s"", ""tm-3tzvb5bx"", ""tm-6htyffpp"", ""tm-6pbjxilu""]"	"[""Manoah"", ""ange"", ""autel"", ""annonce de la naissance de Samson"", ""sacrifice de Manoah"", ""annonce"", ""apparition"", ""sacrifice"", ""mouton"", ""feu""]"	003438.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003438.jpg	3438	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003438.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003438.jpg		['hérisson', 'sainte Clotilde', 'mortier', 'saisie', 'moustique', 'anatomie', 'mortier', 'château', 'anatomie', 'mortier', 'moustique', 'château', 'juin', 'anatomie', 'anatomie']	['tm-gptkmgvw', 'tm-wqg2nktt', 'tm-i94jpy9p', 'tm-33zaykh4', 'tm-pbqc6t9c', 'tm-3jv6cemc', 'tm-ao9wtg4s', 'tm-3tzvb5bx', 'tm-6htyffpp', 'tm-6pbjxilu', '2', '94', '9', '33', '4', '6', '3', '5']	['Manoah', 'autel', 'annonce', 'apparition', 'sacrifice', 'feu']	Manoah; autel; annonce; apparition; sacrifice; feu	['ange', 'mouton']	ange; mouton	[]		['annonce de la naissance de Samson', 'sacrifice de Manoah']	annonce de la naissance de Samson; sacrifice de Manoah	[]		[]		annonce de la naissance de Samson; sacrifice de Manoah	6	annonce de la naissance de Samson; sacrifice de Manoah	21.098642	0.21098642	2	1071	adoration des mages	0.1557028
003464.jpg	tm-oz9n8wse;tm-hwbpfzqq;tm-79hdsjl7;tm-trtnhhdd;tm-llb5qhxg;tm-sz7srifg;tm-havgveuu;tm-jeisdvb3;tm-wessg6gv;tm-xfrkgdxw;tm-2ujduhzq;tm-zaafwetk;tm-hvmbbgkw	David;Christ;moine;roi;gloire;couronne;livre;psaume 39 : David se condamnant au silence;discussion;majesté;prière;vue;nuée	"[""tm-oz9n8wse"", ""tm-hwbpfzqq"", ""tm-79hdsjl7"", ""tm-trtnhhdd"", ""tm-llb5qhxg"", ""tm-sz7srifg"", ""tm-havgveuu"", ""tm-jeisdvb3"", ""tm-wessg6gv"", ""tm-xfrkgdxw"", ""tm-2ujduhzq"", ""tm-zaafwetk"", ""tm-hvmbbgkw""]"	"[""David"", ""Christ"", ""moine"", ""roi"", ""gloire"", ""couronne"", ""livre"", ""psaume 39 : David se condamnant au silence"", ""discussion"", ""majesté"", ""prière"", ""vue"", ""nuée""]"	003464.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003464.jpg	3464	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003464.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003464.jpg		"['mortier', 'balance', ""ange déversant la cinquième coupe de l'Apocalypse"", 'tables de la loi', 'juin', 'tables de la loi', 'château', 'anatomie', 'hérisson']"	['tm-oz9n8wse', 'tm-hwbpfzqq', 'tm-79hdsjl7', 'tm-trtnhhdd', 'tm-llb5qhxg', 'tm-sz7srifg', 'tm-havgveuu', 'tm-jeisdvb3', 'tm-wessg6gv', 'tm-xfrkgdxw', 'tm-2ujduhzq', 'tm-zaafwetk', 'tm-hvmbbgkw', '9', '8', '79', '7', '5', '3', '6', '2']	['David', 'Christ', 'gloire', 'couronne', 'livre', 'discussion', 'majesté', 'prière', 'vue', 'nuée']	David; Christ; gloire; couronne; livre; discussion; majesté; prière; vue; nuée	['moine', 'roi']	moine; roi	[]		['psaume 39 : David se condamnant au silence']	psaume 39 : David se condamnant au silence	[]		[]		psaume 39 : David se condamnant au silence	6	psaume 39 : David se condamnant au silence	18.486788	0.18486787	1	2268	combat entre Judas Maccabée et les ennemis d'Israël	0.20221655
003666.jpg	tm-wqg2nktt;tm-garwvktz;tm-2y7hhu4n;tm-iv4xh9vr;tm-gb9xzs44;tm-ufpdajh6	ange;trompette;septième sceau de l'Apocalypse : remise des trompettes;don;musique;vision	"[""tm-wqg2nktt"", ""tm-garwvktz"", ""tm-2y7hhu4n"", ""tm-iv4xh9vr"", ""tm-gb9xzs44"", ""tm-ufpdajh6""]"	"[""ange"", ""trompette"", ""septième sceau de l'Apocalypse : remise des trompettes"", ""don"", ""musique"", ""vision""]"	003666.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003666.jpg	3666	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003666.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003666.jpg		['hérisson', 'hérisson', 'tables de la loi', 'moustique', 'moustique', 'mortier', 'mortier', 'empalement', 'anatomie']	['tm-wqg2nktt', 'tm-garwvktz', 'tm-2y7hhu4n', 'tm-iv4xh9vr', 'tm-gb9xzs44', 'tm-ufpdajh6', '2', '7', '4', '9', '44', '6']	['don', 'musique', 'vision']	don; musique; vision	['ange', 'trompette']	ange; trompette	[]		"[""septième sceau de l'Apocalypse : remise des trompettes""]"	septième sceau de l'Apocalypse : remise des trompettes	[]		[]		septième sceau de l'Apocalypse : remise des trompettes	6	septième sceau de l'Apocalypse : remise des trompettes	19.187614	0.19187614	1	1496	saints fils de sainte Félicité	0.1828883
003698.jpg	tm-hwbpfzqq;tm-wqg2nktt;tm-fmytavcm;tm-i94jpy9p;tm-svcahr7m;tm-h78uswml;tm-cat27oby;tm-3jv6cemc;tm-43nkeriq;tm-jyuadmtk;tm-ssrd3vfj	Christ;ange;phylactère;autel;calice;adoration de l'agneau divin sur le mont Sion;désignation;annonce;châtiment;agneau;sang	"[""tm-hwbpfzqq"", ""tm-wqg2nktt"", ""tm-fmytavcm"", ""tm-i94jpy9p"", ""tm-svcahr7m"", ""tm-h78uswml"", ""tm-cat27oby"", ""tm-3jv6cemc"", ""tm-43nkeriq"", ""tm-jyuadmtk"", ""tm-ssrd3vfj""]"	"[""Christ"", ""ange"", ""phylactère"", ""autel"", ""calice"", ""adoration de l'agneau divin sur le mont Sion"", ""désignation"", ""annonce"", ""châtiment"", ""agneau"", ""sang""]"	003698.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003698.jpg	3698	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003698.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003698.jpg		['hérisson', 'sainte Clotilde', 'mortier', 'tables de la loi', 'Noémi pleurant la mort de ses deux fils', 'Isaac', 'château', 'anatomie', 'sommeil', 'château']	['tm-hwbpfzqq', 'tm-wqg2nktt', 'tm-fmytavcm', 'tm-i94jpy9p', 'tm-svcahr7m', 'tm-h78uswml', 'tm-cat27oby', 'tm-3jv6cemc', 'tm-43nkeriq', 'tm-jyuadmtk', 'tm-ssrd3vfj', '2', '94', '9', '7', '78', '27', '3', '6', '43']	['Christ', 'phylactère', 'autel', 'calice', 'désignation', 'annonce', 'châtiment', 'sang']	Christ; phylactère; autel; calice; désignation; annonce; châtiment; sang	['ange', 'agneau']	ange; agneau	[]		"[""adoration de l'agneau divin sur le mont Sion""]"	adoration de l'agneau divin sur le mont Sion	[]		[]		adoration de l'agneau divin sur le mont Sion	6	adoration de l'agneau divin sur le mont Sion	23.423222	0.23423222	1	2268	combat entre Judas Maccabée et les ennemis d'Israël	0.6664732
003721.jpg	tm-rfthrkth;tm-kkotaquv;tm-9kefvmxz;tm-sgsqrkgw;tm-ufpdajh6;tm-zfb9n7ub;tm-pxph757a;tm-6m8nrco5	âme;saint Jean;siège (meuble);première résurrection;vision;résurrection;mort (thème);nudité	"[""tm-rfthrkth"", ""tm-kkotaquv"", ""tm-9kefvmxz"", ""tm-sgsqrkgw"", ""tm-ufpdajh6"", ""tm-zfb9n7ub"", ""tm-pxph757a"", ""tm-6m8nrco5""]"	"[""âme"", ""saint Jean"", ""siège (meuble)"", ""première résurrection"", ""vision"", ""résurrection"", ""mort (thème)"", ""nudité""]"	003721.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003721.jpg	3721	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003721.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003721.jpg		['mortier', 'anatomie', 'mortier', 'tables de la loi', 'char', 'anatomie', 'balance', 'juin']	['tm-rfthrkth', 'tm-kkotaquv', 'tm-9kefvmxz', 'tm-sgsqrkgw', 'tm-ufpdajh6', 'tm-zfb9n7ub', 'tm-pxph757a', 'tm-6m8nrco5', '9', '6', '7', '757', '8', '5']	['âme', 'siège (meuble)', 'vision', 'résurrection', 'mort (thème)', 'nudité']	âme; siège (meuble); vision; résurrection; mort (thème); nudité	['saint Jean']	saint Jean	[]		['première résurrection']	première résurrection	[]		[]		première résurrection	6	première résurrection	17.48912	0.1748912	1	335	adoration de la Bête de l'Apocalypse	0.19091044
003909.jpg	tm-wqg2nktt;tm-6u6wwwq9;tm-znft4pby;tm-garwvktz;tm-vkekjzsk;tm-sz7srifg;tm-e6nmw8m2;tm-jfhjwnr5;tm-gb9xzs44;tm-ygd3ksmu;tm-7scx5zmd;tm-6pbjxilu;tm-hvmbbgkw;tm-xqrthxrm	ange;clé;serrure;trompette;porte;couronne;cinquième trompette de l'Apocalypse : sauterelles à tête humaine;fléau;musique;ouverture;sauterelle;feu;nuée;soleil (sphère céleste)	"[""tm-wqg2nktt"", ""tm-6u6wwwq9"", ""tm-znft4pby"", ""tm-garwvktz"", ""tm-vkekjzsk"", ""tm-sz7srifg"", ""tm-e6nmw8m2"", ""tm-jfhjwnr5"", ""tm-gb9xzs44"", ""tm-ygd3ksmu"", ""tm-7scx5zmd"", ""tm-6pbjxilu"", ""tm-hvmbbgkw"", ""tm-xqrthxrm""]"	"[""ange"", ""clé"", ""serrure"", ""trompette"", ""porte"", ""couronne"", ""cinquième trompette de l'Apocalypse : sauterelles à tête humaine"", ""fléau"", ""musique"", ""ouverture"", ""sauterelle"", ""feu"", ""nuée"", ""soleil (sphère céleste)""]"	003909.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003909.jpg	3909	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003909.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003909.jpg		['hérisson', 'anatomie', 'anatomie', 'mortier', 'moustique', 'tables de la loi', 'anatomie', 'balance', 'hérisson', 'juin', 'mortier', 'empalement', 'château', 'tables de la loi', 'juin', 'anatomie']	['tm-wqg2nktt', 'tm-6u6wwwq9', 'tm-znft4pby', 'tm-garwvktz', 'tm-vkekjzsk', 'tm-sz7srifg', 'tm-e6nmw8m2', 'tm-jfhjwnr5', 'tm-gb9xzs44', 'tm-ygd3ksmu', 'tm-7scx5zmd', 'tm-6pbjxilu', 'tm-hvmbbgkw', 'tm-xqrthxrm', '2', '6', '9', '4', '7', '8', '5', '44', '3']	['clé', 'serrure', 'porte', 'couronne', 'fléau', 'musique', 'ouverture', 'feu', 'nuée']	clé; serrure; porte; couronne; fléau; musique; ouverture; feu; nuée	['ange', 'trompette', 'sauterelle', 'soleil (sphère céleste)']	ange; trompette; sauterelle; soleil (sphère céleste)	[]		"[""cinquième trompette de l'Apocalypse : sauterelles à tête humaine""]"	cinquième trompette de l'Apocalypse : sauterelles à tête humaine	[]		[]		cinquième trompette de l'Apocalypse : sauterelles à tête humaine	6	cinquième trompette de l'Apocalypse : sauterelles à tête humaine	21.579126	0.21579126	1	2268	combat entre Judas Maccabée et les ennemis d'Israël	0.25055787
