image_idx	image_path	image_id	level	mode	node_id	label	prompt_text	path_labels	clip_cosine
135	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\004642.jpg	004642.jpg	5	path	tm-sqydxkbw	abattage du cochon	a religious painting of abattage du cochon, a mois de décembre in sujet	sujet -> agriculture, artisanat et commerce, vie quotidienne, calendrier -> calendrier (sujets) -> mois de décembre -> abattage du cochon	0.22205795347690582
143	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\004970.jpg	004970.jpg	5	raw	tm-zs8428gj	présentation de la Vierge au temple	présentation de la Vierge au temple	sujet -> Bible -> Nouveau Testament -> vie de la Vierge -> présentation de la Vierge au temple	0.217616006731987
143	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\004970.jpg	004970.jpg	5	template	tm-zs8428gj	présentation de la Vierge au temple	a religious painting of présentation de la Vierge au temple	sujet -> Bible -> Nouveau Testament -> vie de la Vierge -> présentation de la Vierge au temple	0.24544307589530945
143	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\004970.jpg	004970.jpg	5	path	tm-zs8428gj	présentation de la Vierge au temple	a religious painting of présentation de la Vierge au temple, a vie de la Vierge in sujet	sujet -> Bible -> Nouveau Testament -> vie de la Vierge -> présentation de la Vierge au temple	0.2420831024646759
159	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\005629.jpg	005629.jpg	5	raw	tm-dmudb66c	funérailles de la Vierge	funérailles de la Vierge	sujet -> Bible -> Nouveau Testament -> vie de la Vierge -> funérailles de la Vierge	0.22302961349487305
159	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\005629.jpg	005629.jpg	5	template	tm-dmudb66c	funérailles de la Vierge	a religious painting of funérailles de la Vierge	sujet -> Bible -> Nouveau Testament -> vie de la Vierge -> funérailles de la Vierge	0.2744219899177551
159	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\005629.jpg	005629.jpg	5	path	tm-dmudb66c	funérailles de la Vierge	a religious painting of funérailles de la Vierge, a vie de la Vierge in sujet	sujet -> Bible -> Nouveau Testament -> vie de la Vierge -> funérailles de la Vierge	0.28520721197128296
178	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006199.jpg	006199.jpg	5	raw	tm-ec7e7dqn	couronnement de la Vierge	couronnement de la Vierge	sujet -> Bible -> Nouveau Testament -> vie de la Vierge -> couronnement de la Vierge	0.25881141424179077
178	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006199.jpg	006199.jpg	5	template	tm-ec7e7dqn	couronnement de la Vierge	a religious painting of couronnement de la Vierge	sujet -> Bible -> Nouveau Testament -> vie de la Vierge -> couronnement de la Vierge	0.292632520198822
178	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006199.jpg	006199.jpg	5	path	tm-ec7e7dqn	couronnement de la Vierge	a religious painting of couronnement de la Vierge, a vie de la Vierge in sujet	sujet -> Bible -> Nouveau Testament -> vie de la Vierge -> couronnement de la Vierge	0.288279265165329
184	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006352.jpg	006352.jpg	5	raw	tm-njjpkgow	présentation de Samuel au temple	présentation de Samuel au temple	sujet -> Bible -> Ancien Testament -> Samuel (sujets) -> présentation de Samuel au temple	0.24517688155174255
184	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006352.jpg	006352.jpg	5	template	tm-njjpkgow	présentation de Samuel au temple	a religious painting of présentation de Samuel au temple	sujet -> Bible -> Ancien Testament -> Samuel (sujets) -> présentation de Samuel au temple	0.2793180048465729
184	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006352.jpg	006352.jpg	5	path	tm-njjpkgow	présentation de Samuel au temple	a religious painting of présentation de Samuel au temple, a Samuel (sujets) in sujet	sujet -> Bible -> Ancien Testament -> Samuel (sujets) -> présentation de Samuel au temple	0.2970905900001526
232	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\008074.jpg	008074.jpg	5	raw	tm-xx9rtbsx	annonciation à la Vierge	annonciation à la Vierge	sujet -> Bible -> Nouveau Testament -> vie de la Vierge -> annonciation à la Vierge	0.2474496066570282
232	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\008074.jpg	008074.jpg	5	template	tm-xx9rtbsx	annonciation à la Vierge	a religious painting of annonciation à la Vierge	sujet -> Bible -> Nouveau Testament -> vie de la Vierge -> annonciation à la Vierge	0.2818622589111328
232	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\008074.jpg	008074.jpg	5	path	tm-xx9rtbsx	annonciation à la Vierge	a religious painting of annonciation à la Vierge, a vie de la Vierge in sujet	sujet -> Bible -> Nouveau Testament -> vie de la Vierge -> annonciation à la Vierge	0.2782859802246094
265	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\009356.jpg	009356.jpg	5	raw	tm-qqypkucs	zodiaque-sagittaire (homme, animal, nature)	zodiaque-sagittaire (homme, animal, nature)	sujet -> homme, animal, nature -> nature -> zodiaque (sujets) -> zodiaque-sagittaire (homme, animal, nature)	0.18443185091018677
265	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\009356.jpg	009356.jpg	5	template	tm-qqypkucs	zodiaque-sagittaire (homme, animal, nature)	a religious painting of zodiaque-sagittaire (homme, animal, nature)	sujet -> homme, animal, nature -> nature -> zodiaque (sujets) -> zodiaque-sagittaire (homme, animal, nature)	0.25645381212234497
265	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\009356.jpg	009356.jpg	5	path	tm-qqypkucs	zodiaque-sagittaire (homme, animal, nature)	a religious painting of zodiaque-sagittaire (homme, animal, nature), a zodiaque (sujets) in sujet	sujet -> homme, animal, nature -> nature -> zodiaque (sujets) -> zodiaque-sagittaire (homme, animal, nature)	0.27666452527046204
349	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\014003.jpg	014003.jpg	5	raw	tm-4pk33pw5	visitation	visitation	sujet -> Bible -> Nouveau Testament -> vie de la Vierge -> visitation	0.276585191488266
349	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\014003.jpg	014003.jpg	5	template	tm-4pk33pw5	visitation	a religious painting of visitation	sujet -> Bible -> Nouveau Testament -> vie de la Vierge -> visitation	0.30194926261901855
349	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\014003.jpg	014003.jpg	5	path	tm-4pk33pw5	visitation	a religious painting of visitation, a vie de la Vierge in sujet	sujet -> Bible -> Nouveau Testament -> vie de la Vierge -> visitation	0.3087462782859802
354	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\014425.jpg	014425.jpg	5	raw	tm-zs8428gj	présentation de la Vierge au temple	présentation de la Vierge au temple	sujet -> Bible -> Nouveau Testament -> vie de la Vierge -> présentation de la Vierge au temple	0.18916141986846924
354	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\014425.jpg	014425.jpg	5	template	tm-zs8428gj	présentation de la Vierge au temple	a religious painting of présentation de la Vierge au temple	sujet -> Bible -> Nouveau Testament -> vie de la Vierge -> présentation de la Vierge au temple	0.21775299310684204
354	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\014425.jpg	014425.jpg	5	path	tm-zs8428gj	présentation de la Vierge au temple	a religious painting of présentation de la Vierge au temple, a vie de la Vierge in sujet	sujet -> Bible -> Nouveau Testament -> vie de la Vierge -> présentation de la Vierge au temple	0.21923062205314636
