title,image_url,tag_1,tag_2,tag_3,tag_4,tag_5,tag_6,tag_7,tag_8,tag_9
B751025206PH04PHOT68_bureauJMT_01_7_5_025,https://bibliotheque-numerique.inha.fr/i/?IIIF=/a9/5e/3b/77/a95e3b77-fe77-4a81-8356-62c69d979bb5/iiif/1109_doucet_4PHOT68_bureauJMT_01_7_5_000025.tif/full/full/0/default.jpg,"1.3 Autre document reproduit (gravure, dessin, etc)",2.2.5 Objet archéologique,,,,,,,
B751025206PH04PHOT68_bureauJMT_01_7_5_026,https://bibliotheque-numerique.inha.fr/i/?IIIF=/a9/5e/3b/77/a95e3b77-fe77-4a81-8356-62c69d979bb5/iiif/1109_doucet_4PHOT68_bureauJMT_01_7_5_000026.tif/full/full/0/default.jpg,"1.3 Autre document reproduit (gravure, dessin, etc)",2.2.5 Objet archéologique,,,,,,,
B751025206PH04PHOT68_bureauJMT_01_7_5_027,https://bibliotheque-numerique.inha.fr/i/?IIIF=/a9/5e/3b/77/a95e3b77-fe77-4a81-8356-62c69d979bb5/iiif/1109_doucet_4PHOT68_bureauJMT_01_7_5_000027.tif/full/full/0/default.jpg,"1.3 Autre document reproduit (gravure, dessin, etc)",2.2.5 Objet archéologique,,,,,,,
B751025206PH04PHOT68_bureauJMT_01_7_5_028,https://bibliotheque-numerique.inha.fr/i/?IIIF=/a9/5e/3b/77/a95e3b77-fe77-4a81-8356-62c69d979bb5/iiif/1109_doucet_4PHOT68_bureauJMT_01_7_5_000028.tif/full/full/0/default.jpg,1.1. Photographie,2.2.5 Objet archéologique,,,,,,,
B751025206PH04PHOT68_bureauJMT_01_7_5_029,https://bibliotheque-numerique.inha.fr/i/?IIIF=/a9/5e/3b/77/a95e3b77-fe77-4a81-8356-62c69d979bb5/iiif/1109_doucet_4PHOT68_bureauJMT_01_7_5_000029.tif/full/full/0/default.jpg,1.1. Photographie,2.2.5 Objet archéologique,,,,,,,
B751025206PH04PHOT68_bureauJMT_01_7_5_030,https://bibliotheque-numerique.inha.fr/i/?IIIF=/a9/5e/3b/77/a95e3b77-fe77-4a81-8356-62c69d979bb5/iiif/1109_doucet_4PHOT68_bureauJMT_01_7_5_000030.tif/full/full/0/default.jpg,"1.3 Autre document reproduit (gravure, dessin, etc)",2.2.5 Objet archéologique,,,,,,,
B751025206PH04PHOT68_bureauJMT_01_7_5_031,https://bibliotheque-numerique.inha.fr/i/?IIIF=/a9/5e/3b/77/a95e3b77-fe77-4a81-8356-62c69d979bb5/iiif/1109_doucet_4PHOT68_bureauJMT_01_7_5_000031.tif/full/full/0/default.jpg,2.1.5 Décor sculpté,2.1.2.2 Khatchkar,"1.3 Autre document reproduit (gravure, dessin, etc)",3.1 Décor figuratif,,,,,
B751025206PH04PHOT68_bureauJMT_01_7_5_032,https://bibliotheque-numerique.inha.fr/i/?IIIF=/a9/5e/3b/77/a95e3b77-fe77-4a81-8356-62c69d979bb5/iiif/1109_doucet_4PHOT68_bureauJMT_01_7_5_000032.tif/full/full/0/default.jpg,1.1. Photographie,2.1.5 Décor sculpté,2.1.4 Elément architectural isolé,3.2 Décor ornemental et à croix,,,,,
B751025206PH04PHOT68_bureauJMT_01_7_5_033,https://bibliotheque-numerique.inha.fr/i/?IIIF=/a9/5e/3b/77/a95e3b77-fe77-4a81-8356-62c69d979bb5/iiif/1109_doucet_4PHOT68_bureauJMT_01_7_5_000033.tif/full/full/0/default.jpg,1.1. Photographie,2.1.5 Décor sculpté,2.1.4 Elément architectural isolé,3.2 Décor ornemental et à croix,3.3. Décor animalier,,,,
B751025206PH04PHOT68_bureauJMT_01_7_5_034,https://bibliotheque-numerique.inha.fr/i/?IIIF=/a9/5e/3b/77/a95e3b77-fe77-4a81-8356-62c69d979bb5/iiif/1109_doucet_4PHOT68_bureauJMT_01_7_5_000034.tif/full/full/0/default.jpg,1.1. Photographie,2.2.5 Objet archéologique,,,,,,,
B751025206PH04PHOT68_bureauJMT_01_7_5_035,https://bibliotheque-numerique.inha.fr/i/?IIIF=/a9/5e/3b/77/a95e3b77-fe77-4a81-8356-62c69d979bb5/iiif/1109_doucet_4PHOT68_bureauJMT_01_7_5_000035.tif/full/full/0/default.jpg,1.1. Photographie,2.2.5 Objet archéologique,,,,,,,
B751025206PH04PHOT68_bureauJMT_01_7_5_036,https://bibliotheque-numerique.inha.fr/i/?IIIF=/a9/5e/3b/77/a95e3b77-fe77-4a81-8356-62c69d979bb5/iiif/1109_doucet_4PHOT68_bureauJMT_01_7_5_000036.tif/full/full/0/default.jpg,"1.3 Autre document reproduit (gravure, dessin, etc)",2.2.5 Objet archéologique,,,,,,,
B751025206PH04PHOT68_bureauJMT_01_7_5_037,https://bibliotheque-numerique.inha.fr/i/?IIIF=/a9/5e/3b/77/a95e3b77-fe77-4a81-8356-62c69d979bb5/iiif/1109_doucet_4PHOT68_bureauJMT_01_7_5_000037.tif/full/full/0/default.jpg,"1.3 Autre document reproduit (gravure, dessin, etc)",2.2.5 Objet archéologique,,,,,,,
B751025206PH04PHOT68_bureauJMT_01_7_5_038,https://bibliotheque-numerique.inha.fr/i/?IIIF=/a9/5e/3b/77/a95e3b77-fe77-4a81-8356-62c69d979bb5/iiif/1109_doucet_4PHOT68_bureauJMT_01_7_5_000038.tif/full/full/0/default.jpg,"1.3 Autre document reproduit (gravure, dessin, etc)",2.2.5 Objet archéologique,,,,,,,
B751025206PH04PHOT68_bureauJMT_01_7_5_039,https://bibliotheque-numerique.inha.fr/i/?IIIF=/a9/5e/3b/77/a95e3b77-fe77-4a81-8356-62c69d979bb5/iiif/1109_doucet_4PHOT68_bureauJMT_01_7_5_000039.tif/full/full/0/default.jpg,1.1. Photographie,"2.1.2.5 Monolithe préchrétien (vishapakar, menhir, etc)",2.1.2 Monument mineur et pierres tombales,,,,,,
B751025206PH04PHOT68_bureauJMT_01_7_5_040,https://bibliotheque-numerique.inha.fr/i/?IIIF=/a9/5e/3b/77/a95e3b77-fe77-4a81-8356-62c69d979bb5/iiif/1109_doucet_4PHOT68_bureauJMT_01_7_5_000040.tif/full/full/0/default.jpg,1.1. Photographie,2.2.5 Objet archéologique,,,,,,,
B751025206PH04PHOT68_bureauJMT_01_7_5_041,https://bibliotheque-numerique.inha.fr/i/?IIIF=/a9/5e/3b/77/a95e3b77-fe77-4a81-8356-62c69d979bb5/iiif/1109_doucet_4PHOT68_bureauJMT_01_7_5_000041.tif/full/full/0/default.jpg,1.1. Photographie,2.2.5 Objet archéologique,,,,,,,
B751025206PH04PHOT68_bureauJMT_01_7_5_042,https://bibliotheque-numerique.inha.fr/i/?IIIF=/a9/5e/3b/77/a95e3b77-fe77-4a81-8356-62c69d979bb5/iiif/1109_doucet_4PHOT68_bureauJMT_01_7_5_000042.tif/full/full/0/default.jpg,1.1. Photographie,2.2.5 Objet archéologique,,,,,,,
B751025206PH04PHOT68_bureauJMT_01_7_5_043,https://bibliotheque-numerique.inha.fr/i/?IIIF=/a9/5e/3b/77/a95e3b77-fe77-4a81-8356-62c69d979bb5/iiif/1109_doucet_4PHOT68_bureauJMT_01_7_5_000043.tif/full/full/0/default.jpg,1.1. Photographie,2.2.5 Objet archéologique,2.1.2.4 Statue,,,,,,
B751025206PH04PHOT68_bureauJMT_01_7_5_044,https://bibliotheque-numerique.inha.fr/i/?IIIF=/a9/5e/3b/77/a95e3b77-fe77-4a81-8356-62c69d979bb5/iiif/1109_doucet_4PHOT68_bureauJMT_01_7_5_000044.tif/full/full/0/default.jpg,1.1. Photographie,2.2.5 Objet archéologique,2.1.2.4 Statue,,,,,,
B751025206PH04PHOT68_bureauJMT_01_7_5_045,https://bibliotheque-numerique.inha.fr/i/?IIIF=/a9/5e/3b/77/a95e3b77-fe77-4a81-8356-62c69d979bb5/iiif/1109_doucet_4PHOT68_bureauJMT_01_7_5_000045.tif/full/full/0/default.jpg,1.1. Photographie,2.2.5 Objet archéologique,,,,,,,
B751025206PH04PHOT68_bureauJMT_01_7_5_046,https://bibliotheque-numerique.inha.fr/i/?IIIF=/a9/5e/3b/77/a95e3b77-fe77-4a81-8356-62c69d979bb5/iiif/1109_doucet_4PHOT68_bureauJMT_01_7_5_000046.tif/full/full/0/default.jpg,1.1. Photographie,2.1.2.4 Statue,,,,,,,
B751025206PH04PHOT68_bureauJMT_01_7_5_047,https://bibliotheque-numerique.inha.fr/i/?IIIF=/a9/5e/3b/77/a95e3b77-fe77-4a81-8356-62c69d979bb5/iiif/1109_doucet_4PHOT68_bureauJMT_01_7_5_000047.tif/full/full/0/default.jpg,1.1. Photographie,2.1.2 Monument mineur et pierres tombales,2.1.2.3 Monument à colonne ou à stèle quadrilatérale,,,,,,
B751025206PH04PHOT68_bureauJMT_01_7_5_048,https://bibliotheque-numerique.inha.fr/i/?IIIF=/a9/5e/3b/77/a95e3b77-fe77-4a81-8356-62c69d979bb5/iiif/1109_doucet_4PHOT68_bureauJMT_01_7_5_000048.tif/full/full/0/default.jpg,1.1. Photographie,2.1.2 Monument mineur et pierres tombales,2.1.2.3 Monument à colonne ou à stèle quadrilatérale,,,,,,
B751025206PH04PHOT68_bureauJMT_01_8_1_001,https://bibliotheque-numerique.inha.fr/i/?IIIF=/07/25/f9/29/0725f929-4ed4-44e6-9ed3-e9cd265cef64/iiif/1109_doucet_4PHOT68_bureauJMT_01_8_1_000001.tif/full/full/0/default.jpg,1.4. Matériel de conditionnement,,,,,,,,
B751025206PH04PHOT68_bureauJMT_01_8_1_002,https://bibliotheque-numerique.inha.fr/i/?IIIF=/07/25/f9/29/0725f929-4ed4-44e6-9ed3-e9cd265cef64/iiif/1109_doucet_4PHOT68_bureauJMT_01_8_1_000002.tif/full/full/0/default.jpg,1.4. Matériel de conditionnement,,,,,,,,
B751025206PH04PHOT68_bureauJMT_01_8_1_003,https://bibliotheque-numerique.inha.fr/i/?IIIF=/07/25/f9/29/0725f929-4ed4-44e6-9ed3-e9cd265cef64/iiif/1109_doucet_4PHOT68_bureauJMT_01_8_1_000003.tif/full/full/0/default.jpg,1.2 Reproduction de plan architectural,2.1.1 Edifice,2.1.1.1 Eglise,,,,,,
B751025206PH04PHOT68_bureauJMT_01_8_1_004,https://bibliotheque-numerique.inha.fr/i/?IIIF=/07/25/f9/29/0725f929-4ed4-44e6-9ed3-e9cd265cef64/iiif/1109_doucet_4PHOT68_bureauJMT_01_8_1_000004.tif/full/full/0/default.jpg,1.2 Reproduction de plan architectural,2.1.1 Edifice,2.1.1.1 Eglise,,,,,,
B751025206PH04PHOT68_bureauJMT_01_8_1_005,https://bibliotheque-numerique.inha.fr/i/?IIIF=/07/25/f9/29/0725f929-4ed4-44e6-9ed3-e9cd265cef64/iiif/1109_doucet_4PHOT68_bureauJMT_01_8_1_000005.tif/full/full/0/default.jpg,1.2 Reproduction de plan architectural,2.1.1 Edifice,2.1.1.1 Eglise,,,,,,
B751025206PH04PHOT68_bureauJMT_01_8_1_006,https://bibliotheque-numerique.inha.fr/i/?IIIF=/07/25/f9/29/0725f929-4ed4-44e6-9ed3-e9cd265cef64/iiif/1109_doucet_4PHOT68_bureauJMT_01_8_1_000006.tif/full/full/0/default.jpg,1.2 Reproduction de plan architectural,2.1.1 Edifice,2.1.1.1 Eglise,,,,,,
B751025206PH04PHOT68_bureauJMT_01_8_1_007,https://bibliotheque-numerique.inha.fr/i/?IIIF=/07/25/f9/29/0725f929-4ed4-44e6-9ed3-e9cd265cef64/iiif/1109_doucet_4PHOT68_bureauJMT_01_8_1_000007.tif/full/full/0/default.jpg,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_01_8_1_008,https://bibliotheque-numerique.inha.fr/i/?IIIF=/07/25/f9/29/0725f929-4ed4-44e6-9ed3-e9cd265cef64/iiif/1109_doucet_4PHOT68_bureauJMT_01_8_1_000008.tif/full/full/0/default.jpg,1.1. Photographie,2.4 Paysage,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,
B751025206PH04PHOT68_bureauJMT_01_8_1_009,https://bibliotheque-numerique.inha.fr/i/?IIIF=/07/25/f9/29/0725f929-4ed4-44e6-9ed3-e9cd265cef64/iiif/1109_doucet_4PHOT68_bureauJMT_01_8_1_000009.tif/full/full/0/default.jpg,1.1. Photographie,2.4 Paysage,2.1. Architecture,,,,,,
B751025206PH04PHOT68_bureauJMT_01_8_1_010,https://bibliotheque-numerique.inha.fr/i/?IIIF=/07/25/f9/29/0725f929-4ed4-44e6-9ed3-e9cd265cef64/iiif/1109_doucet_4PHOT68_bureauJMT_01_8_1_000010.tif/full/full/0/default.jpg,1.1. Photographie,2.1.5 Décor sculpté,2.1. Architecture,2.1.2.2 Khatchkar,2.1.2 Monument mineur et pierres tombales,3.2 Décor ornemental et à croix,,,
B751025206PH04PHOT68_bureauJMT_01_8_1_011,https://bibliotheque-numerique.inha.fr/i/?IIIF=/07/25/f9/29/0725f929-4ed4-44e6-9ed3-e9cd265cef64/iiif/1109_doucet_4PHOT68_bureauJMT_01_8_1_000011.tif/full/full/0/default.jpg,1.1. Photographie,2.1.5 Décor sculpté,2.1. Architecture,2.1.2.2 Khatchkar,3.2 Décor ornemental et à croix,,,,
B751025206PH04PHOT68_bureauJMT_01_8_1_012,https://bibliotheque-numerique.inha.fr/i/?IIIF=/07/25/f9/29/0725f929-4ed4-44e6-9ed3-e9cd265cef64/iiif/1109_doucet_4PHOT68_bureauJMT_01_8_1_000012.tif/full/full/0/default.jpg,1.1. Photographie,2.1.5 Décor sculpté,2.1. Architecture,2.1.2.2 Khatchkar,3.2 Décor ornemental et à croix,,,,
B751025206PH04PHOT68_bureauJMT_01_8_1_013,https://bibliotheque-numerique.inha.fr/i/?IIIF=/07/25/f9/29/0725f929-4ed4-44e6-9ed3-e9cd265cef64/iiif/1109_doucet_4PHOT68_bureauJMT_01_8_1_000013.tif/full/full/0/default.jpg,1.1. Photographie,2.1.5 Décor sculpté,2.1. Architecture,2.1.2.2 Khatchkar,3.2 Décor ornemental et à croix,,,,
B751025206PH04PHOT68_bureauJMT_01_8_1_014,https://bibliotheque-numerique.inha.fr/i/?IIIF=/07/25/f9/29/0725f929-4ed4-44e6-9ed3-e9cd265cef64/iiif/1109_doucet_4PHOT68_bureauJMT_01_8_1_000014.tif/full/full/0/default.jpg,1.1. Photographie,2.1.5 Décor sculpté,2.1. Architecture,2.1.1 Edifice,3.2 Décor ornemental et à croix,,,,
B751025206PH04PHOT68_bureauJMT_01_8_1_015,https://bibliotheque-numerique.inha.fr/i/?IIIF=/07/25/f9/29/0725f929-4ed4-44e6-9ed3-e9cd265cef64/iiif/1109_doucet_4PHOT68_bureauJMT_01_8_1_000015.tif/full/full/0/default.jpg,1.1. Photographie,2.1.5 Décor sculpté,2.1. Architecture,2.1.1 Edifice,3.2 Décor ornemental et à croix,,,,
B751025206PH04PHOT68_bureauJMT_01_8_1_016,https://bibliotheque-numerique.inha.fr/i/?IIIF=/07/25/f9/29/0725f929-4ed4-44e6-9ed3-e9cd265cef64/iiif/1109_doucet_4PHOT68_bureauJMT_01_8_1_000016.tif/full/full/0/default.jpg,1.1. Photographie,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,3.1 Décor figuratif,,,,,
B751025206PH04PHOT68_bureauJMT_01_8_1_017,https://bibliotheque-numerique.inha.fr/i/?IIIF=/07/25/f9/29/0725f929-4ed4-44e6-9ed3-e9cd265cef64/iiif/1109_doucet_4PHOT68_bureauJMT_01_8_1_000017.tif/full/full/0/default.jpg,1.1. Photographie,2.4 Paysage,2.1. Architecture,2.1.1 Edifice,,,,,
B751025206PH04PHOT68_bureauJMT_01_8_1_018,https://bibliotheque-numerique.inha.fr/i/?IIIF=/07/25/f9/29/0725f929-4ed4-44e6-9ed3-e9cd265cef64/iiif/1109_doucet_4PHOT68_bureauJMT_01_8_1_000018.tif/full/full/0/default.jpg,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.4.2 Chapiteau,2.1.4bis Elément architectural inséré,,,,
B751025206PH04PHOT68_bureauJMT_01_8_1_019,https://bibliotheque-numerique.inha.fr/i/?IIIF=/07/25/f9/29/0725f929-4ed4-44e6-9ed3-e9cd265cef64/iiif/1109_doucet_4PHOT68_bureauJMT_01_8_1_000019.tif/full/full/0/default.jpg,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.4.2 Chapiteau,2.1.4.3 Colonne / pilier,2.1.4bis Elément architectural inséré,,,
B751025206PH04PHOT68_bureauJMT_01_8_1_020,https://bibliotheque-numerique.inha.fr/i/?IIIF=/07/25/f9/29/0725f929-4ed4-44e6-9ed3-e9cd265cef64/iiif/1109_doucet_4PHOT68_bureauJMT_01_8_1_000020.tif/full/full/0/default.jpg,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,,,,,,
B751025206PH04PHOT68_bureauJMT_01_8_1_021,https://bibliotheque-numerique.inha.fr/i/?IIIF=/07/25/f9/29/0725f929-4ed4-44e6-9ed3-e9cd265cef64/iiif/1109_doucet_4PHOT68_bureauJMT_01_8_1_000021.tif/full/full/0/default.jpg,1.1. Photographie,2.4 Paysage,2.1. Architecture,2.1.1 Edifice,,,,,
B751025206PH04PHOT68_bureauJMT_01_8_1_022,https://bibliotheque-numerique.inha.fr/i/?IIIF=/07/25/f9/29/0725f929-4ed4-44e6-9ed3-e9cd265cef64/iiif/1109_doucet_4PHOT68_bureauJMT_01_8_1_000022.tif/full/full/0/default.jpg,1.1. Photographie,2.1.5 Décor sculpté,2.1. Architecture,2.1.2.2 Khatchkar,3.2 Décor ornemental et à croix,,,,
B751025206PH04PHOT68_bureauJMT_01_8_1_023,https://bibliotheque-numerique.inha.fr/i/?IIIF=/07/25/f9/29/0725f929-4ed4-44e6-9ed3-e9cd265cef64/iiif/1109_doucet_4PHOT68_bureauJMT_01_8_1_000023.tif/full/full/0/default.jpg,1.1. Photographie,2.1.5 Décor sculpté,2.1. Architecture,2.1.2.2 Khatchkar,3.2 Décor ornemental et à croix,,,,
B751025206PH04PHOT68_bureauJMT_01_8_1_024,https://bibliotheque-numerique.inha.fr/i/?IIIF=/07/25/f9/29/0725f929-4ed4-44e6-9ed3-e9cd265cef64/iiif/1109_doucet_4PHOT68_bureauJMT_01_8_1_000024.tif/full/full/0/default.jpg,1.1. Photographie,2.4 Paysage,2.1. Architecture,2.1.1 Edifice,,,,,
B751025206PH04PHOT68_bureauJMT_01_8_1_025,https://bibliotheque-numerique.inha.fr/i/?IIIF=/07/25/f9/29/0725f929-4ed4-44e6-9ed3-e9cd265cef64/iiif/1109_doucet_4PHOT68_bureauJMT_01_8_1_000025.tif/full/full/0/default.jpg,2.4 Paysage,"1.3 Autre document reproduit (gravure, dessin, etc)",2.1.1.1 Eglise,,,,,,
